# Result of 'intser'
# Date/time = Wed Apr 25 13:01:09 CEST 2018
# Data set list (full path) = /Volumes/Data/yar/Dropbox/_eth2/data_NMR/spectra/170322_IN75a_EV2_co-UP1_303K_600/integr_datasets_31P_PNM.txt
# Region to calibrate = 0
# Value of region to calibrate = 20.0
# Global scaling = yes

# --- Integral info --- 
# A 1.0 #regions in PPM
# # low field   high field  bias        slope
#   3.4714285714285715  1.5571428571428572  0.0  0.0  # for region 1
#   0.42857142857142855  -2.676190476190476  0.0  0.0  # for region 2
#   -4.3238095238095235  -5.352380952380952  0.0  0.0  # for region 3
#   -5.352380952380952  -5.390476190476191  0.0  0.0  # for region 4
#   -5.390476190476191  -5.804761904761905  0.0  0.0  # for region 5
#   -9.101442036015632  -9.806884238970339  0.0  0.0  # for region 6
#   -9.80952380952381  -10.433333333333334  0.0  0.0  # for region 7
#   -10.433333333333334  -11.219047619047618  0.0  0.0  # for region 8
#   -17.60952380952381  -19.052380952380954  0.0  0.0  # for region 9
#   -19.052380952380954  -19.714285714285715  0.0  0.0  # for region 10

# Spectrum#; Integral 0; Integral 1; Integral 2; Integral 3; Integral 4; Integral 5; Integral 6; Integral 7; Integral 8; Integral 9;
0;20.0;0.9180012938921107;17.932289800232006;0.14056691206160343;1.0020596441035887;0.7522710425487821;19.57398761303404;-0.12927731151004332;19.801000708372303;-0.15764688608580565;
1;0.44571137924352316;-1.4615426376200444;36.079887711372166;0.18966309760023625;2.2586867598879197;2.508312780155021;39.99883236852761;1.1592129109750886;40.555478106841385;0.39440780450072555;
2;0.9870639542075809;-0.8549398527942611;33.63312095957671;0.2231727794709117;2.471831686943772;2.3978338326362048;38.37584657244395;1.0424756039886416;39.08825409935444;0.006014274229142398;
3;2.402060483115031;-0.009335232891526617;32.17342422743413;0.21452372486098925;2.3580977051515726;2.3131101806178886;36.422728313839905;0.8739952842601932;37.290736625903314;0.2086628465466995;
4;3.2511683738589294;0.814738350442419;31.08066570166197;0.2463173593766355;2.2930410079645998;2.232857551026497;34.95567972369889;0.7385866017993716;36.0221745870915;0.2860313405828917;
5;4.6012373930397645;2.053323693762269;29.37990737433753;0.21480712695838833;2.3928397627944142;2.5729426206874515;32.90656258627522;0.5459560277440568;34.192597247607864;0.38209274719233577;
6;5.777116819569243;2.8602882487859542;27.942351664437137;0.26977723578485957;2.373396454633375;2.2862633891622397;31.63199382743647;0.8750784574808117;32.24160028878556;0.3696880639580961;
7;7.223756735864206;4.354823712409154;25.962972191464246;0.3119242962205041;2.36802419913223;2.331911740448834;29.61339637586289;1.0834461261328001;30.591758475094135;0.40757684112448966;
8;8.333821224315495;5.146093080119535;25.012450552693846;0.21369895542025802;2.5383608732408787;2.616706228950885;28.181168212958376;1.099284866500859;28.831506243126938;0.5560285811359028;
9;9.665896147640316;6.112809047557554;23.38895413055978;0.2765082081257521;2.635164148807249;2.4063248889205617;26.41937408933433;1.0234289670419807;27.343256130453934;0.35588290215135066;
10;10.859583590470212;7.344154165806318;21.974760301981604;0.2753565608709393;2.9139138896756376;2.3772626992128796;24.96570169009742;0.8586601515171488;25.861924267333098;0.6649946887744349;
11;12.064168041818649;8.064737433050091;20.829997939908644;0.29294255853483103;2.6400503581174957;2.506013009601362;23.50938121267473;1.2211302671761861;24.86802376263724;0.3104365412352509;
12;13.116597000776862;8.342318773286392;20.072949795799328;0.2974318212138094;2.7606403207772257;2.4899974120655854;22.432777236964508;0.9907122888184667;23.496140502412814;0.4974490950725407;
13;14.208085329575951;9.74092870179591;18.362903285445874;0.2904752987519449;3.0410248930142165;2.657287371213449;21.066271687879667;1.0135539126549948;22.082249635550195;0.4874458921554242;
14;14.742676660808808;10.018848301653158;17.6543292241134;0.27711676150584214;2.9983851399946677;2.8631060778817976;19.990053899348187;0.9024929377276473;20.736095512495478;0.5295559752072876;
15;15.940040288606237;10.901248629942211;16.65836522079498;0.2604493808036361;2.990646472463152;2.8188635968140647;18.73002317975861;0.7515994456779997;19.986755416335175;0.26178582149872937;
16;16.82738019309006;11.570728725559169;15.594662368203775;0.2581489408426397;3.1613578296058815;2.5053014402665448;17.8617131205744;1.287092775380533;18.434772618904724;0.5298035455045971;
17;17.847527079167243;12.000719212749512;14.975550066688502;0.24343187810565367;2.9036103462087177;2.792766874084701;16.61213294492292;1.3101622925774024;17.839655919172692;0.6236663317068412;
