# Result of 'intser'
# Date/time = Wed Apr 25 13:02:36 CEST 2018
# Data set list (full path) = /Volumes/Data/yar/Dropbox/_eth2/data_NMR/spectra/180314_IN72b_SMN214_co-NUP1_303K_600/integr_datasets_31P_PNM.txt
# Region to calibrate = 0
# Value of region to calibrate = 20.0
# Global scaling = yes

# --- Integral info --- 
# A 1.0 #regions in PPM
# # low field   high field  bias        slope
#   3.4714285714285715  1.5571428571428572  0.0  0.0  # for region 1
#   0.42857142857142855  -2.676190476190476  0.0  0.0  # for region 2
#   -4.3238095238095235  -5.352380952380952  0.0  0.0  # for region 3
#   -5.352380952380952  -5.390476190476191  0.0  0.0  # for region 4
#   -5.390476190476191  -5.804761904761905  0.0  0.0  # for region 5
#   -9.101442036015632  -9.806884238970339  0.0  0.0  # for region 6
#   -9.80952380952381  -10.433333333333334  0.0  0.0  # for region 7
#   -10.433333333333334  -11.219047619047618  0.0  0.0  # for region 8
#   -17.60952380952381  -19.052380952380954  0.0  0.0  # for region 9
#   -19.052380952380954  -19.714285714285715  0.0  0.0  # for region 10

# Spectrum#; Integral 0; Integral 1; Integral 2; Integral 3; Integral 4; Integral 5; Integral 6; Integral 7; Integral 8; Integral 9;
0;20.0;0.9180012938921107;17.932289800232006;0.14056691206160343;1.0020596441035887;0.7522710425487821;19.57398761303404;-0.12927731151004332;19.801000708372303;-0.15764688608580565;
1;0.902782387076527;-0.13944006424695835;37.24187870608821;0.16449603736731988;2.2031600360368233;2.642465560343985;40.27175587212723;0.6894447510111517;40.38905757231279;0.4699356065317784;
2;1.0550802235731096;0.1262224337949256;35.10909844482667;0.23971231215480962;2.411578229572175;2.4884733214994625;39.05280938860648;0.919045235576591;39.42315674978131;0.5120726220931148;
3;1.916790464692159;0.45165621516567056;34.48872658972679;0.23836744332646703;2.2706309968997913;2.633679781637951;38.33900785259721;0.51894149987409;39.28011978738028;0.29796786466710473;
4;2.244987230182667;0.5193053218211666;33.74892834809839;0.236880005164743;2.563474765466613;2.3432335628943712;37.79476173273282;0.9840139292251328;37.868775738766644;0.36525431503516226;
5;3.1065475955785913;1.5524590183277065;33.183055559267146;0.2466995175638846;2.501786424996735;2.7746858813768016;36.70313332840932;0.820956405565526;37.26984661179368;0.4503132215561967;
6;3.907494673004936;1.752281819630498;32.5566258682713;0.20917458806687395;2.2350433792915982;2.3842135213607123;35.829099642627895;0.7483242018276953;36.20144474303548;0.7517099380406425;
7;4.620195655042985;2.734470561127474;31.272281526340997;0.22842968423038462;2.5734417890188177;2.829879097332517;34.657893774083256;1.0169811690619701;35.32723728801785;0.4253458567621518;
8;5.758698232883496;3.3037232967706176;30.859488255447104;0.28319860007785747;2.582422161991217;2.235989179712087;33.86554922086943;1.166996766952464;34.73108861939387;0.3029123306095732;
9;6.132005529486047;3.858694274540513;30.252572052474555;0.2491453644678119;2.423819836521156;2.7727371494113475;32.810711649614134;0.735883420159703;33.68586202038971;0.5062866389790017;
